City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
356,Otradnoye,RU,59.05,few clouds,59.7775,30.8181,Baza otdikha Petrushinsky Khutor
357,Tautira,PF,74.98,light rain,-17.7333,-149.15,Pension Oaoa
358,Mubi,NG,71.87,overcast clouds,10.2676,13.2644,LASVEGAS BAR AND MOTEL
359,Shakhtinsk,KZ,65.16,overcast clouds,49.71,72.5872,Orifleym
360,Alofi,NU,80.49,clear sky,-19.0595,-169.9187,Taloa Heights
361,Mbanza-Ngungu,CD,72.54,few clouds,-5.25,14.8667,Hotel Full Business
362,Wilmington Island,US,85.08,broken clouds,32.0036,-80.9737,Breezeway Studio Manor LLC
363,Dongsheng,CN,70.32,broken clouds,39.8161,109.9776,Crowne Plaza Ordos
364,College,US,57.2,broken clouds,64.8569,-147.8028,Pike's Waterfront Lodge
365,Waterfoot,GB,60.57,few clouds,53.6929,-2.2525,Chapel House Bed & Breakfast
366,Jacareacanga,BR,78.48,broken clouds,-6.2222,-57.7528,Casa do Ian😎
368,Catarman,PH,74.5,overcast clouds,12.4989,124.6377,Pink City Pension Hotel
369,Pathein,MM,75.76,light rain,16.7833,94.7333,Pathein Hotel
370,Abu Dhabi,AE,98.71,clear sky,24.4667,54.3667,Beach Rotana
371,Namibe,AO,61.47,scattered clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
372,Iaciara,BR,81.14,few clouds,-14.0958,-46.6317,Hotel Matinha
373,Colesberg,ZA,48.7,few clouds,-30.72,25.0972,Bhelekazi Guesthouse
374,Curuguaty,PY,63.73,overcast clouds,-24.4694,-55.6945,La Esquina del Tereré
375,Palmer,US,92.5,broken clouds,42.1584,-72.3287,Wedgewood Motel
376,Nyurba,RU,51.55,broken clouds,63.2842,118.3319,"Гостиница ""Comfort"""
377,Kiruna,SE,45.52,overcast clouds,67.8557,20.2251,Camp Ripan
378,Inhambane,MZ,69.22,scattered clouds,-23.865,35.3833,Oceano
379,Kushima,JP,81.0,scattered clouds,31.4583,131.2333,Hanaoka
380,Stornoway,GB,57.92,few clouds,58.2093,-6.3865,Caladh Inn
381,Bowen,AU,64.9,few clouds,-20.0167,148.2333,Castle Motor Lodge Motel
382,Gat,IL,79.81,clear sky,31.61,34.7642,OlusHome
383,Port Lincoln,AU,47.26,clear sky,-34.7333,135.8667,Port Lincoln Hotel
384,Saint-Francois,FR,67.44,clear sky,46.4154,3.9054,Manoir Du Bonheur
386,Yulara,AU,45.66,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
387,Kon Tum,VN,70.99,overcast clouds,14.35,108.0,Hoa đà spa- homestay
388,Tarko-Sale,RU,58.06,broken clouds,64.9225,77.785,Yubileynaya
389,Buala,SB,82.17,moderate rain,-8.145,159.5921,Maringe Lagoon Lodge
390,Noyabrsk,RU,58.69,overcast clouds,63.1994,75.4507,Hotel Uyutnaya
391,Ilo,PE,60.3,clear sky,-17.6394,-71.3375,Torreblanca Hotel
392,Bastrop,US,97.7,broken clouds,32.7562,-91.8724,Best Budget Inn
394,La Crosse,US,82.35,broken clouds,43.8014,-91.2396,Holiday Inn & Suites La Crosse - Downtown
395,Glenwood Springs,US,90.52,scattered clouds,39.5505,-107.3248,Glenwood Springs Cedar Lodge
396,Sao Gabriel Da Cachoeira,BR,78.6,light rain,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
397,Arica,CL,62.15,overcast clouds,-18.475,-70.3042,Hostal Jardin Del Sol
398,Abyek,IR,76.6,broken clouds,36.0667,50.55,kaspian sanat navrd sina(لوله مبلی سینا)
399,Helong,CN,72.41,broken clouds,42.5397,128.9972,Helong Hotel
400,Port-Gentil,GA,71.56,few clouds,-0.7193,8.7815,Fengshui Residence
401,Naze,JP,76.12,clear sky,28.3667,129.4833,Shishime Hotel
402,Katsuura,JP,81.79,clear sky,35.1333,140.3,Katsuura Hotel Mikazuki
403,San Carlos,VE,83.19,scattered clouds,9.6612,-68.5827,Hotel Paternopoli
404,Funtua,NG,73.78,overcast clouds,11.5233,7.3081,Sani Jikan Mallam Hotel
405,Sume,BR,69.89,broken clouds,-7.6717,-36.88,Pousada Sumé ll
406,Marquette,US,62.04,scattered clouds,46.5333,-87.6335,Al Quaal Lodge
407,Golden,US,85.96,broken clouds,39.7555,-105.2211,"The Golden Hotel, Ascend Hotel Collection"
409,Mandalgovi,MN,60.57,broken clouds,45.7625,106.2708,В.Ганбат
410,Ixtapa,MX,87.22,overcast clouds,20.7,-105.2,hotel la terminal
412,Talnakh,RU,54.21,light rain,69.4865,88.3972,Talnakh Hotel
413,Lata,PT,60.13,clear sky,40.1629,-8.3327,Casa Maquia
414,Shellbrook,CA,76.23,broken clouds,53.2168,-106.4011,Shellbrook Hotel
415,Lakes Entrance,AU,43.16,overcast clouds,-37.8811,147.981,The Esplanade Resort & Spa
416,Conceicao Do Mato Dentro,BR,70.29,clear sky,-19.0372,-43.425,Hotel Vista Inn
417,Lom Sak,TH,73.15,light rain,16.7798,101.2422,บ้านวรฉัตร หล่มสัก
418,Klamath Falls,US,92.86,few clouds,42.2249,-121.7817,"Holiday Inn Express & Suites Klamath Falls Central, an IHG Hotel"
420,Tiruchchendur,IN,79.88,overcast clouds,8.4833,78.1167,"Hotel Udhayam International, Thiruchendur"
421,Zheleznodorozhnyy,RU,67.55,moderate rain,55.7503,38.0042,Hotel Dali
422,Krasnoselkup,RU,58.71,overcast clouds,65.7,82.4667,Krasnosel'kupnefteprodukt
423,Arroyo,ES,82.44,clear sky,41.6096,-4.7969,Hotel El Jardín de la Abadía
424,Rovaniemi,FI,51.21,scattered clouds,66.5,25.7167,Arctic City Hotel
425,Skjervoy,NO,51.8,light rain,70.0311,20.9714,Skjervøy fiskecamp AS
426,Mezhgorye,UA,68.05,clear sky,44.9667,34.4167,"Usad'ba ""Mezhgor'ye"""
427,Ulladulla,AU,48.51,scattered clouds,-35.35,150.4667,Sandpiper Motel
429,Cruz Alta,BR,52.25,overcast clouds,-28.6386,-53.6064,Hotel Linassi
430,Dubbo,AU,35.73,overcast clouds,-32.25,148.6167,Quality Inn Dubbo International
431,Katherine,AU,71.92,few clouds,-14.4667,132.2667,Pine Tree Motel
432,Klaksvik,FO,54.52,overcast clouds,62.2266,-6.589,Airbnb rooms
433,Lisala,CD,70.36,overcast clouds,2.15,21.5167,Guest house Eden
434,Broome,US,88.63,broken clouds,42.2506,-75.833,Chenango Valley State Park
435,Sturgeon Falls,CA,63.9,light rain,46.3646,-79.9326,Lincoln Motel
436,Independencia,BR,78.01,clear sky,-5.3964,-40.3086,Pousada Santa Cruz
437,Bodden Town,KY,89.01,scattered clouds,19.2833,-81.25,Will T Place
438,Severnoye,RU,54.91,broken clouds,56.3491,78.3619,Gostinitsa Severyanka
440,Salinopolis,BR,79.92,broken clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
441,Alihe,CN,56.73,few clouds,50.5667,123.7167,Alihe Forestry Hotel
442,Hambantota,LK,77.34,clear sky,6.1241,81.1185,Bungalow 63
444,Zhangjiakou,CN,72.21,overcast clouds,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
445,Baie-Comeau,CA,65.88,broken clouds,49.2168,-68.1489,Travelodge by Wyndham Baie-Comeau
446,Naron,ES,72.45,scattered clouds,43.5167,-8.1528,Marcial
449,Paso Del Macho,MX,75.65,broken clouds,18.9667,-96.7167,Hotel Hidalgo
450,Geraldton,AU,52.21,overcast clouds,-28.7667,114.6,Broadwater Mariner Resort
451,Mogadishu,SO,75.45,overcast clouds,2.0371,45.3438,Hotel Juba
452,Omboue,GA,70.56,scattered clouds,-1.5746,9.2618,Hotel Olako
453,Swellendam,ZA,52.61,few clouds,-34.0226,20.4417,De Kloof Heritage Estate boutique Hotel & SPA
454,Sorong,ID,77.32,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
456,Chongwe,ZM,56.59,clear sky,-15.3292,28.682,Grakas Lodge
457,Abeche,TD,75.67,moderate rain,13.8292,20.8324,Assaleh Hamdan Haroune
459,Maceio,BR,76.44,few clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
460,Gobo,JP,82.17,overcast clouds,33.8833,135.15,Kotobuki Inn
461,Russell,US,94.28,clear sky,32.3502,-85.1999,Macs
462,Barra,BR,80.4,scattered clouds,-11.0894,-43.1417,Pousada Bahia
463,Kaya,BF,84.43,light rain,13.0917,-1.0844,Maison de l'appelé
464,Shenjiamen,CN,82.04,broken clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
465,Dunedin,NZ,42.8,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
467,Charlestown,AU,53.73,overcast clouds,-32.95,151.6667,Panorama Motor Inn Hotel
468,Matara,LK,77.11,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
469,Kingaroy,AU,48.04,clear sky,-26.5333,151.8333,Ascot Lodge Motel Kingaroy
470,Mayo,US,93.36,clear sky,38.8876,-76.5119,Resorts Resource Group International
471,Eureka,US,76.68,overcast clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
472,Rudnyy,KZ,64.63,overcast clouds,52.9594,63.1206,Gostinitsa Troya
473,Sorland,NO,52.59,broken clouds,67.667,12.6934,Sjybrygga fiskecamp
474,Verkhnyaya Toyma,RU,56.7,overcast clouds,62.2349,44.9985,Gostinitsa
475,Marsh Harbour,BS,83.7,overcast clouds,26.5412,-77.0636,Abaco Beach Resort
476,Mosta,MT,82.45,clear sky,35.9092,14.4256,The Xara Palace Relais & Chateaux
477,Touros,BR,75.79,clear sky,-5.1989,-35.4608,INN NEW HORIZON
478,Khor,RU,68.36,overcast clouds,47.8861,134.9464,Gostinitsa Deksi
479,Cortez,US,88.56,scattered clouds,37.3489,-108.5859,Sand Canyon National 9 Inn
480,Xining,CN,62.92,scattered clouds,36.6167,101.7667,Super Leisure Hotel
481,Kalya,IN,67.57,overcast clouds,12.9793,77.1806,paramashivaya hotal
482,Xingtai,CN,79.57,overcast clouds,37.0631,114.4942,Xingzhou Hotel
483,Tambopata,PE,89.49,scattered clouds,-12.7333,-69.1833,Enashawa Lodge
484,Goroka,PG,63.12,overcast clouds,-6.0834,145.3873,Bird of Paradise Hotel & Apartments
485,Fort Morgan,US,74.62,overcast clouds,40.2503,-103.8,Hampton Inn Fort Morgan
486,Aljezur,PT,65.1,clear sky,37.3191,-8.8033,Amazigh Hostel
487,Carberry,CA,71.83,scattered clouds,49.8689,-99.3602,Carberry Motor Inn
488,Kaliua,TZ,66.27,clear sky,-5.0606,31.7936,Millennium Complex
489,Pastos Bons,BR,80.85,clear sky,-6.6017,-44.0767,Área de lazer casa (Pucina)
490,Gouyave,GD,84.97,few clouds,12.1646,-61.7296,Rumboat Retreat
491,Gigmoto,PH,78.08,overcast clouds,13.7796,124.39,Cj's Travellers Inn
493,Warrnambool,AU,41.23,few clouds,-38.3833,142.4833,Lady Bay Resort
494,Chicama,PE,61.34,scattered clouds,-7.8447,-79.1469,Balihai Bungalows
495,Muzhi,RU,68.34,clear sky,65.3667,64.6667,Gostinitsa
496,Gheorgheni,RO,58.1,scattered clouds,46.7167,25.6167,"""Astoria"" Hotel & Restaurant"
497,Caravelas,BR,73.56,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
498,Nongpoh,IN,76.57,broken clouds,25.9,91.8833,Jiva Resort
499,Tommot,RU,53.69,overcast clouds,58.9564,126.2925,Gostinitsa Tommot
500,Tulun,RU,46.53,few clouds,54.5611,100.5792,Квартира
501,Bilibino,RU,42.82,clear sky,68.0546,166.4372,Gostinitsa Severyanka
502,Tecoanapa,MX,86.61,broken clouds,16.5167,-98.75,Hotel Manglares
503,Dengfeng,CN,81.19,overcast clouds,34.4553,113.0281,Songshan Dihao Hotel
504,Iralaya,HN,81.09,overcast clouds,15.0,-83.2333,Iglesia morava renovada
505,Tres Barras,BR,58.98,light rain,-26.1064,-50.3222,Fazenda 3 Barras
506,Itarema,BR,78.22,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
508,Aginskoye,RU,50.18,clear sky,51.1,114.53,Кочевник
509,Bandarbeyla,SO,75.61,clear sky,9.4942,50.8122,JABIR HOTEL
510,Coro,VE,84.38,few clouds,11.4045,-69.6734,Federal
511,La Ronge,CA,80.85,scattered clouds,55.1001,-105.2842,Northland Motor Hotel
512,Lemoore,US,95.02,clear sky,36.3008,-119.7829,Travelodge by Wyndham Lemoore Near Naval Air Station
513,Surt,LY,80.96,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
515,Nyuzen,JP,84.47,broken clouds,36.9333,137.5,Ribon Adult Day Care
516,Lugovoy,KZ,70.93,scattered clouds,42.9472,72.7644,Ж.Д Вокзал Луговая
517,Ballina,AU,54.01,clear sky,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
518,Praia Da Vitoria,PT,73.76,light intensity shower rain,38.7333,-27.0667,Hotel Branco I
519,Port Macquarie,AU,53.89,scattered clouds,-31.4333,152.9167,Rydges Port Macquarie
521,Gorontalo,ID,73.58,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
522,Nuuk,GL,43.41,fog,64.1835,-51.7216,Vandrehuset
524,Corinth,GR,84.88,clear sky,37.9407,22.9573,Ephira Hotel
525,Sungaipenuh,ID,63.14,broken clouds,-2.0833,101.3833,Penginapan Citra Alam
526,Ilhabela,BR,69.3,overcast clouds,-23.7781,-45.3581,Ilha Flat Hotel
527,Labuhan,ID,74.57,clear sky,-6.8844,112.2051,DoubleFAG
528,Trelew,AR,42.01,overcast clouds,-43.249,-65.3051,Hotel Touring Club
529,Monrovia,LR,75.85,overcast clouds,6.3005,-10.7969,Sunset Inn
530,Kalmunai,LK,79.03,overcast clouds,7.4167,81.8167,VS Villa
531,Santo Amaro,BR,68.61,clear sky,-12.5467,-38.7119,Hotel da Purificação
532,Makakilo City,US,83.95,few clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
533,Kieta,PG,80.82,light rain,-6.2167,155.6333,Uruna Bay Retreat
534,Hamilton,US,89.44,few clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
535,Leninskoye,KZ,75.24,scattered clouds,41.7589,69.3864,Қалдыбайдың үйі 🏘️
536,Chingola,ZM,57.69,clear sky,-12.529,27.8838,Protea Hotel by Marriott Chingola
537,Vamdrup,DK,57.92,scattered clouds,55.4276,9.2844,Motel Pantone
539,Landskrona,SE,59.99,overcast clouds,55.8708,12.8302,Hamnhotellet Kronan i Landskrona AB
540,Kangaatsiaq,GL,41.18,overcast clouds,68.3065,-53.4641,Nukissiorfiit
541,Khowai,IN,76.82,overcast clouds,24.1,91.6333,RD GAMING
542,Fare,PF,76.89,broken clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
543,Eirunepe,BR,81.16,overcast clouds,-6.6603,-69.8736,Hotel novo Acre & Comercial Aguiar
545,Viedma,AR,45.52,overcast clouds,-40.8135,-62.9967,Hotel Cristal
546,Beatrice,US,98.58,scattered clouds,40.2681,-96.747,Victorian Inn Beatrice
547,Cockburn Town,TC,82.0,broken clouds,21.4612,-71.1419,Osprey Beach Hotel
548,Tocopilla,CL,63.0,clear sky,-22.092,-70.1979,Hotel Galvarino
549,San Andres,CO,82.42,overcast clouds,12.5847,-81.7006,Hotel Arena Blanca
550,North Bend,US,80.24,clear sky,43.4065,-124.2243,Red Lion Hotel Coos Bay
552,Kongolo,CD,77.9,few clouds,-5.3833,27.0,GUEST HOUSE OASIS
553,Piedecuesta,CO,76.32,overcast clouds,6.9879,-73.0495,Hostal Rio Lato
554,Mumford,GH,73.42,clear sky,5.2618,-0.759,Spanish Villa
555,Bolivar,US,94.59,overcast clouds,37.6145,-93.4105,Comfort Inn Bolivar
556,Verkh-Usugli,RU,45.7,clear sky,52.7,115.1667,"Gostinitsa ""Sever"""
557,Sal Rei,CV,79.29,overcast clouds,16.1833,-22.9167,Marine Club Beach Resort
558,Show Low,US,77.29,few clouds,34.2542,-110.0298,Hampton Inn & Suites Show Low-Pinetop
562,Jeremie,HT,85.44,scattered clouds,18.65,-74.1167,Auberge’Inn
563,Minudasht,IR,81.97,broken clouds,37.2289,55.3747,هتل قصر
564,Coquimbo,CL,60.53,clear sky,-29.9533,-71.3436,Hotel San Juan
565,Turayf,SA,88.05,clear sky,31.6725,38.6637,Turaif
567,Korla,CN,81.63,clear sky,41.7597,86.1469,Gulisitan Hotel
568,Salisbury,GB,68.77,clear sky,51.0693,-1.7957,Mercure Salisbury White Hart Hotel
570,Zolotonosha,UA,67.69,scattered clouds,49.6689,32.0377,Отель Мередиан
571,Konch,IN,80.96,overcast clouds,25.9833,79.15,AZAAD GARDEN
572,Saucillo,MX,90.46,broken clouds,28.0167,-105.2833,Hotel La Posada de San Judas Tadeo
573,Itambe,BR,72.75,broken clouds,-15.245,-40.6244,Pousada San Remo
575,Piacabucu,BR,74.01,broken clouds,-10.4056,-36.4344,Piaçabuçu News
576,Ransang,PH,77.41,light rain,8.9603,117.5828,Black and Crystal Sand Campsite
577,Belogorsk,RU,56.5,few clouds,50.9158,128.4611,Gostinitsa Vostok 2000
578,Kamaishi,JP,77.67,overcast clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
579,Ambilobe,MG,62.24,scattered clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
580,Canyon,US,98.47,scattered clouds,34.9803,-101.9188,"Holiday Inn Express & Suites Canyon, an IHG Hotel"
581,Semey,KZ,66.43,scattered clouds,50.4111,80.2275,Grand Hotel Semey
582,Zeya,RU,56.68,light rain,53.75,127.2667,Kapital Inn
583,Porto Novo,BJ,76.82,scattered clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
584,Innisfail,AU,71.62,overcast clouds,-17.5333,146.0333,Moondarra Motel
585,Murnau,DE,60.39,overcast clouds,48.2302,12.2943,Wagenspöck Matthias
586,Kamina,CD,63.95,few clouds,-8.7386,24.9906,LEANIF HOTEL RESTAURANT
587,Sharlyk,RU,66.47,broken clouds,52.9167,54.75,"Gostinitsa-Kafe ""Komil'fo"""
588,Toamasina,MG,66.2,scattered clouds,-18.1667,49.3833,Hotel H1
589,Barauli,IN,84.74,clear sky,26.4,84.5833,Riya Hotel
590,Nueva Loja,EC,87.82,few clouds,0.0847,-76.8828,Limoncocha Great Hotel
591,Belyy Yar,RU,50.86,clear sky,53.6039,91.3903,Pasportnyy Stol
592,Zambezi,ZM,58.75,clear sky,-13.5432,23.1047,Royal Kutachika Lodge
593,Darhan,MN,51.84,clear sky,49.4867,105.9228,Buudai Hotel
594,Poyarkovo,RU,59.72,clear sky,49.6,128.6833,Gostinitsa
595,Chipinge,ZW,53.67,clear sky,-20.1883,32.6236,Chipinge Breeze Lodge
596,Ukiah,US,91.65,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
597,Point Pleasant,US,94.19,clear sky,40.0832,-74.0682,Point Pleasant Manor
598,San Cristobal,VE,80.78,overcast clouds,7.7669,-72.225,Pirineos
599,Tynda,RU,51.78,moderate rain,55.1667,124.7167,"Gostinitsa ""Tayezhnaya"""
600,Thai Binh,VN,77.09,overcast clouds,20.45,106.3333,Sweden Hotel
601,Lima,PE,59.25,overcast clouds,-12.0432,-77.0282,Hotel Kamana
602,Gornozavodsk,RU,64.17,broken clouds,58.3758,58.3211,Hotel Ural
604,Bollnas,SE,56.52,overcast clouds,61.3482,16.3946,Grand Hotel
605,Plettenberg Bay,ZA,58.01,scattered clouds,-34.0527,23.3716,Thanda Vista B&B
607,Rock Sound,BS,82.89,overcast clouds,24.9,-76.2,Pink Corral Bay Property
608,Mandali,IQ,99.93,clear sky,33.7499,45.5541,قرئ الشيخ سحاب الندا
609,Bam,IR,86.18,clear sky,29.106,58.357,Bam Tourist Hotel
610,Lincoln,US,92.7,few clouds,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
611,Mahenge,TZ,57.56,broken clouds,-8.6833,36.7167,Mahenge ulanga
612,Bandar-E Lengeh,IR,93.31,haze,26.5579,54.8807,کافی نت پارس
613,Madarounfa,NE,86.59,broken clouds,13.3087,7.156,Madarounfa centre ville
614,Laguna,US,95.34,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
615,Governador Valadares,BR,76.93,clear sky,-18.8511,-41.9494,Hotel Panorama
616,Kaspiyskiy,RU,79.18,overcast clouds,45.3929,47.3707,"Gostinitsa ""Gostevoy Dvor"""
617,Borba,BR,83.3,overcast clouds,-4.3878,-59.5939,Hotel da Amazônia
618,Kokopo,PG,79.63,scattered clouds,-4.352,152.2633,Kokopo Beach Bungalow Resort
619,Kajaani,FI,53.65,broken clouds,64.2273,27.7285,Original Sokos Hotel Valjus
620,Nouakchott,MR,80.53,clear sky,18.0858,-15.9785,HOTEL IMAN
624,Banda Aceh,ID,78.84,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
625,Brokopondo,SR,81.66,overcast clouds,4.75,-55.1667,Matu Island
626,Venado Tuerto,AR,56.77,overcast clouds,-33.7456,-61.9688,La Bianca.
628,Chahal,GT,82.94,overcast clouds,15.75,-89.5667,HOTEL MY WONDERFUL DAYS
629,Nikolayevsk-Na-Amure,RU,63.52,overcast clouds,53.1406,140.73,Mini-hotel «Quiet Harbor»
630,Mehamn,NO,49.95,light rain,71.0357,27.8492,Mehamn Arctic Hotel AS
631,Kudahuvadhoo,MV,81.88,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
632,Chizhou,CN,79.7,broken clouds,30.6578,117.4831,Home Inn Chizhou Qiupu West Road Xiushanmen Square
633,Bonthe,SL,75.6,light rain,7.5264,-12.505,Bonthe Holiday Village
634,Ormara,PK,80.91,overcast clouds,25.2088,64.6357,Kenara Colony House for Rent
635,Bolshaya Martynovka,RU,73.56,clear sky,47.271,41.6679,Gostinitsa
636,Luanda,AO,68.0,clear sky,-8.8368,13.2343,EPIC SANA Luanda
638,Nantucket,US,86.11,clear sky,41.2835,-70.0995,Jared Coffin House
639,Darnah,LY,79.93,clear sky,32.767,22.6367,فندق الفردوس
640,Mitsamiouli,KM,75.33,clear sky,-11.3847,43.2844,Foyer ADM
641,Nevers,FR,66.54,clear sky,46.9167,3.3333,Castle Prye
642,Broken Hill,AU,45.73,clear sky,-31.95,141.4333,Royal Exchange Hotel
643,Hirado,JP,81.39,broken clouds,33.3597,129.5531,Samson Hotel
645,Khash,IR,81.21,clear sky,28.2211,61.2158,خوابگاه آبجی محدثه
646,Razdolinsk,RU,52.52,broken clouds,58.4211,94.6658,"""U Nikolaicha"""
647,Genhe,CN,50.31,clear sky,50.7833,121.5167,Companionship Hotel
648,Petropavlovsk-Kamchatskiy,RU,55.99,overcast clouds,53.0452,158.6483,The Hotel Petropavlovsky
650,Oga,IT,59.68,overcast clouds,46.4631,10.347,QC Terme Bagni di Bormio Bagni Nuovi
651,Macapa,BR,85.98,broken clouds,0.0389,-51.0664,Atalanta Hotel
652,Salym,RU,59.16,overcast clouds,60.0625,71.4789,Gostinitsa Salym
653,Shilka,RU,49.01,clear sky,51.85,116.0333,Ip Akinina Yu.a.
654,Correntina,BR,77.29,scattered clouds,-13.3433,-44.6367,Hotel Pousada dos Sonhos
655,Hope,US,98.65,overcast clouds,33.6671,-93.5916,Best Western Hope
656,Northam,GB,61.61,clear sky,51.0333,-4.2167,Durrant House Hotel
657,Keti Bandar,PK,82.09,overcast clouds,24.1447,67.4497,Haji laloo memon house
659,Colares,PT,69.48,clear sky,38.7992,-9.4469,Arribas Sintra Hotel
660,Saint-Georges,GD,85.68,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
661,Erenhot,CN,66.36,broken clouds,43.6475,111.9767,Erenhot Rurouni Youth Hostel
662,Buenos Aires,AR,51.69,few clouds,-34.6132,-58.3772,Hotel NH Buenos Aires City
663,Ancud,CL,45.23,few clouds,-41.8697,-73.8203,Hotel Arena Gruesa
664,Novonukutskiy,RU,47.05,clear sky,53.7002,102.7117,Gostinitsa
666,Biloela,AU,53.64,clear sky,-24.4167,150.5,Silo Motor Inn Biloela
667,Guapore,BR,55.71,overcast clouds,-28.8456,-51.8903,Hotel Topo Gigio
668,Nampula,MZ,64.35,clear sky,-15.1165,39.2666,Ruby Backpackers
669,Arawa,PG,80.67,overcast clouds,-6.2132,155.5367,Coastline Guest House
672,Tateyama,JP,83.1,few clouds,34.9833,139.8667,Tateyama Seaside Hotel
673,Uryupinsk,RU,68.58,clear sky,50.8047,42.0138,"Guest house ""Eco-house"""
674,Sokoni,TZ,73.26,broken clouds,-6.4333,39.55,Ujamaa Beach Resort
675,Chapais,CA,62.38,overcast clouds,49.7834,-74.8492,Hôtel Opémiska
